epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
139,7638.39,0.66464,0.48684,1.00132,0.9716,0.90589,0.94716,0.83648,0.53055,0.34691,0.87333,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
140,7693.17,0.67633,0.48598,1.00476,0.97082,0.90419,0.95131,0.84085,0.52903,0.34108,0.87247,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413
141,7747.77,0.66686,0.48121,0.99796,0.96431,0.91236,0.9475,0.83838,0.53262,0.34329,0.87224,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
142,7802.3,0.66206,0.48689,0.99904,0.96937,0.90037,0.94669,0.83777,0.52298,0.34633,0.87073,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
143,7856.79,0.66669,0.48121,1.00201,0.96349,0.90789,0.94773,0.8365,0.52851,0.34829,0.87296,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
144,7911.48,0.66152,0.48731,0.99833,0.96017,0.90741,0.9509,0.84062,0.52794,0.34175,0.87576,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281
145,7965.95,0.6652,0.47723,0.99679,0.97415,0.89424,0.94361,0.83769,0.52354,0.34934,0.86929,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
146,8020.88,0.667,0.4791,1.00011,0.97561,0.90524,0.9508,0.84132,0.52312,0.33515,0.87086,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215
147,8075.38,0.66732,0.48523,1.00353,0.96822,0.90499,0.95526,0.84746,0.51866,0.32877,0.86806,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
148,8130.5,0.66344,0.47725,1.00015,0.97206,0.90304,0.95076,0.84244,0.51543,0.32993,0.8694,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
149,8185.23,0.65882,0.47577,0.99465,0.97867,0.89802,0.94826,0.84194,0.51726,0.33449,0.8714,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
150,8240.03,0.65849,0.48111,1.00122,0.96513,0.90715,0.94776,0.84356,0.51511,0.34,0.86595,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083
151,8294.9,0.65569,0.47817,0.99569,0.96012,0.9194,0.94916,0.84865,0.50757,0.33065,0.86091,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
152,8349.96,0.65519,0.47238,0.9965,0.97437,0.90774,0.95305,0.84569,0.51175,0.33573,0.862,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017
153,8404.35,0.64346,0.46003,0.98644,0.96712,0.90642,0.94985,0.84575,0.51148,0.3293,0.86025,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
154,8459.07,0.6444,0.46254,0.98952,0.97508,0.8967,0.95027,0.84711,0.50365,0.32857,0.86039,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
155,8513.98,0.64041,0.45561,0.98747,0.97075,0.90504,0.94829,0.84533,0.50353,0.33059,0.86099,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918
156,8569.02,0.64315,0.46543,0.98668,0.96789,0.90735,0.95028,0.84615,0.50456,0.33351,0.86137,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885
157,8623.93,0.64008,0.4591,0.98906,0.96364,0.91072,0.9498,0.84835,0.50343,0.33381,0.86576,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
158,8678.4,0.63885,0.45597,0.99194,0.9665,0.91054,0.94816,0.84819,0.49647,0.33175,0.86532,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819
159,8732.95,0.63295,0.45865,0.99004,0.96901,0.91369,0.94885,0.85033,0.50054,0.32794,0.86156,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786
160,8787.34,0.63217,0.45695,0.99217,0.96744,0.91434,0.95085,0.85425,0.49285,0.32331,0.85864,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
161,8841.97,0.63897,0.46316,0.98927,0.96629,0.92252,0.95257,0.85247,0.49438,0.31907,0.85831,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
162,8896.43,0.63305,0.45197,0.98158,0.96428,0.91631,0.94991,0.85122,0.49373,0.32043,0.85774,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687
163,8950.92,0.63014,0.45449,0.9837,0.98059,0.90597,0.94992,0.85129,0.49002,0.3201,0.85428,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
164,9005.59,0.62592,0.44227,0.97665,0.96911,0.91577,0.95219,0.85675,0.48924,0.32171,0.85233,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621
165,9060.18,0.63303,0.45227,0.98551,0.97385,0.91023,0.95274,0.85245,0.49483,0.32258,0.85626,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588
166,9114.85,0.6239,0.44773,0.98482,0.97649,0.90737,0.94974,0.85129,0.4878,0.32208,0.85649,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
167,9169.5,0.63452,0.46189,0.98248,0.97262,0.90572,0.95067,0.84892,0.49377,0.32584,0.85881,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522
168,9224.34,0.6183,0.44688,0.97826,0.96073,0.91515,0.95078,0.85197,0.49161,0.32314,0.85608,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489
169,9279.28,0.62156,0.44461,0.9796,0.96858,0.91242,0.95104,0.85621,0.48651,0.32493,0.85591,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
170,9334.08,0.61812,0.44363,0.98167,0.96882,0.91426,0.95088,0.85562,0.48333,0.32066,0.85461,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423
171,9388.87,0.61997,0.439,0.98476,0.97263,0.91182,0.95238,0.85882,0.48094,0.32412,0.8547,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
172,9443.62,0.61476,0.43751,0.97525,0.97699,0.90758,0.95441,0.85981,0.47996,0.3211,0.85466,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
173,9498.08,0.60582,0.43403,0.97676,0.96874,0.91438,0.95169,0.8568,0.47604,0.31563,0.85211,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324
174,9552.75,0.62242,0.44172,0.97911,0.96758,0.91719,0.95178,0.85947,0.47573,0.31795,0.85192,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291
175,9607.78,0.61972,0.43905,0.9777,0.97743,0.9076,0.95537,0.85997,0.47523,0.31377,0.85389,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
176,9662.9,0.61225,0.43486,0.97832,0.96031,0.92664,0.94801,0.85852,0.47302,0.31847,0.852,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225
177,9717.56,0.61142,0.43661,0.97902,0.96433,0.92353,0.94931,0.85618,0.47755,0.32103,0.85472,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192
178,9772.35,0.60331,0.42876,0.97194,0.96882,0.91897,0.94783,0.85613,0.47417,0.31574,0.85311,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
179,9827.32,0.60997,0.43765,0.97174,0.96925,0.9173,0.94646,0.85606,0.47072,0.31675,0.85222,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126
180,9882.06,0.60361,0.4299,0.97256,0.97361,0.91973,0.94806,0.85531,0.47422,0.32448,0.85251,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093
181,9936.97,0.60806,0.43055,0.97165,0.98055,0.91043,0.949,0.85832,0.46945,0.31266,0.84913,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
182,9991.69,0.60542,0.42946,0.97275,0.97315,0.92447,0.9505,0.86136,0.46718,0.30985,0.85128,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027
183,10046.4,0.59363,0.42108,0.96864,0.97771,0.91622,0.94986,0.86056,0.46582,0.31098,0.85164,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994
184,10101.3,0.59383,0.41808,0.96607,0.97471,0.91381,0.94983,0.86365,0.46547,0.3118,0.84837,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
185,10156.1,0.59419,0.42307,0.96772,0.97066,0.92735,0.95248,0.86381,0.46815,0.31304,0.84946,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928
186,10210.9,0.59717,0.42155,0.96905,0.97634,0.92012,0.94961,0.8617,0.46407,0.31304,0.84861,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895
187,10265.7,0.59614,0.42786,0.96887,0.98034,0.91301,0.94909,0.86027,0.45696,0.30781,0.84689,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
188,10320.7,0.58551,0.41595,0.96835,0.96959,0.91926,0.94967,0.8629,0.45815,0.30761,0.8486,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829
189,10375.8,0.59674,0.41803,0.97014,0.96564,0.92133,0.94847,0.86083,0.46001,0.31433,0.84786,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796
190,10431,0.58236,0.416,0.96236,0.97308,0.92007,0.94929,0.85928,0.46125,0.31265,0.84811,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
191,10486.3,0.59181,0.4128,0.96751,0.97537,0.91932,0.94927,0.86043,0.45849,0.31056,0.84762,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
192,10541.6,0.58894,0.42028,0.96528,0.96867,0.92124,0.94986,0.86107,0.45945,0.30628,0.84784,0.011091,0.003697,0.011091,0.003697,0.011091,0.003697,0.011091,0.003697
193,10596.7,0.57274,0.41244,0.95857,0.97664,0.91463,0.9511,0.86224,0.46193,0.30003,0.85005,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
194,10652.4,0.57194,0.41061,0.96024,0.98363,0.90975,0.9516,0.86223,0.46063,0.29413,0.84985,0.010893,0.003631,0.010893,0.003631,0.010893,0.003631,0.010893,0.003631
195,10708.1,0.58093,0.41593,0.9658,0.98099,0.91283,0.95052,0.86053,0.46176,0.29852,0.84953,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598
196,10763.3,0.58864,0.42155,0.96811,0.97963,0.91481,0.95248,0.86526,0.45921,0.29923,0.8499,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
197,10818.4,0.57714,0.41228,0.96435,0.97521,0.91369,0.95319,0.86535,0.45302,0.29966,0.84712,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532
198,10873.4,0.57961,0.40861,0.96323,0.9727,0.91624,0.95065,0.86631,0.45424,0.30225,0.84889,0.010497,0.003499,0.010497,0.003499,0.010497,0.003499,0.010497,0.003499
199,10928.9,0.57741,0.40425,0.96262,0.97217,0.91885,0.94929,0.8651,0.45244,0.30368,0.84696,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
200,10984.1,0.57809,0.40831,0.96403,0.9751,0.91624,0.9498,0.86267,0.45182,0.30376,0.8473,0.010299,0.003433,0.010299,0.003433,0.010299,0.003433,0.010299,0.003433
201,11039.2,0.57049,0.40771,0.95879,0.9776,0.91519,0.95376,0.8651,0.4496,0.30035,0.84546,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
202,11094.7,0.57998,0.41041,0.96298,0.98164,0.90978,0.95306,0.86593,0.44706,0.2971,0.84295,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
203,11150,0.56772,0.40285,0.95506,0.96982,0.91956,0.95202,0.86521,0.44886,0.29977,0.84456,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334
204,11205.6,0.56503,0.39781,0.95445,0.96646,0.92088,0.9493,0.86581,0.44622,0.30216,0.84322,0.009903,0.003301,0.009903,0.003301,0.009903,0.003301,0.009903,0.003301
205,11260.9,0.56448,0.40402,0.95717,0.97558,0.91676,0.94866,0.86743,0.44266,0.3025,0.84226,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
206,11315.9,0.57021,0.39111,0.95409,0.9812,0.9095,0.94986,0.86959,0.44399,0.30875,0.84208,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235
207,11371.1,0.56381,0.3963,0.9543,0.98121,0.90859,0.94992,0.86848,0.44338,0.31117,0.84092,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202
208,11426.1,0.55314,0.3959,0.95614,0.98027,0.91247,0.95017,0.86886,0.44302,0.31192,0.83942,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
209,11481.1,0.57286,0.4013,0.96546,0.9755,0.91963,0.95128,0.86973,0.43956,0.30582,0.83723,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136
210,11536.1,0.55707,0.39374,0.95212,0.97512,0.91915,0.95009,0.86946,0.43983,0.30265,0.83862,0.009309,0.003103,0.009309,0.003103,0.009309,0.003103,0.009309,0.003103
211,11591.1,0.55722,0.39317,0.95152,0.97639,0.92085,0.94497,0.86718,0.44056,0.30257,0.83927,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
212,11646.6,0.56361,0.39515,0.95459,0.97838,0.91992,0.94743,0.86935,0.43968,0.30232,0.83738,0.009111,0.003037,0.009111,0.003037,0.009111,0.003037,0.009111,0.003037
213,11701.7,0.55367,0.39021,0.9493,0.97177,0.92459,0.94962,0.87036,0.43773,0.29999,0.83805,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004
214,11757.6,0.55821,0.39686,0.95415,0.98026,0.91791,0.94466,0.87074,0.43498,0.30306,0.83788,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
215,11813.2,0.55712,0.39118,0.94952,0.98072,0.91998,0.95048,0.87143,0.43291,0.30306,0.83739,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938
216,11868,0.55112,0.38846,0.94908,0.98078,0.91952,0.95127,0.8722,0.43175,0.30037,0.83721,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905
217,11922.9,0.55714,0.38483,0.95122,0.97712,0.9228,0.95152,0.87425,0.42904,0.30125,0.83599,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
218,11978,0.54421,0.37472,0.94945,0.97939,0.92136,0.95215,0.87489,0.42881,0.30131,0.83491,0.008517,0.002839,0.008517,0.002839,0.008517,0.002839,0.008517,0.002839
219,12033,0.54543,0.38887,0.95076,0.97806,0.92145,0.94877,0.87351,0.42988,0.30192,0.83535,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806
220,12088.1,0.5378,0.38207,0.9422,0.97574,0.92364,0.9486,0.87453,0.42879,0.30469,0.83487,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
221,12143.2,0.54004,0.37908,0.94294,0.97672,0.92213,0.94872,0.87337,0.42846,0.29697,0.83628,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
222,12198.3,0.54967,0.38893,0.94811,0.97418,0.9226,0.94885,0.87249,0.42666,0.29362,0.83566,0.008121,0.002707,0.008121,0.002707,0.008121,0.002707,0.008121,0.002707
223,12253.5,0.53979,0.38507,0.94423,0.97709,0.91923,0.94855,0.87376,0.42444,0.29269,0.83474,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
224,12309.1,0.53277,0.37444,0.93776,0.97464,0.91885,0.95045,0.87399,0.42378,0.29251,0.83376,0.007923,0.002641,0.007923,0.002641,0.007923,0.002641,0.007923,0.002641
225,12364.4,0.53385,0.37423,0.94438,0.97522,0.91791,0.94811,0.8738,0.42415,0.29278,0.83412,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608
226,12419.9,0.54062,0.38195,0.94449,0.96423,0.92851,0.94852,0.87518,0.42419,0.29386,0.83406,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
227,12475.8,0.5446,0.37925,0.95366,0.96377,0.9268,0.94841,0.87462,0.42227,0.29249,0.83479,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542
228,12531,0.5315,0.37781,0.94296,0.97198,0.92049,0.94837,0.87627,0.42351,0.28937,0.83621,0.007527,0.002509,0.007527,0.002509,0.007527,0.002509,0.007527,0.002509
229,12586.2,0.53299,0.37547,0.94492,0.97093,0.92125,0.94847,0.87469,0.42303,0.29031,0.83612,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
230,12641.4,0.52771,0.37217,0.94088,0.97467,0.91852,0.94856,0.87428,0.42269,0.28866,0.83488,0.007329,0.002443,0.007329,0.002443,0.007329,0.002443,0.007329,0.002443
231,12696.9,0.53369,0.37239,0.94226,0.97287,0.92025,0.94873,0.8752,0.42147,0.28871,0.83334,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
232,12752,0.52581,0.37158,0.94465,0.9702,0.9238,0.94932,0.87442,0.42056,0.28973,0.83238,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
233,12807.4,0.52662,0.37259,0.94217,0.97632,0.91557,0.94984,0.87516,0.4209,0.29017,0.83293,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344
234,12862.8,0.52476,0.36313,0.94097,0.98052,0.90807,0.94961,0.87532,0.42093,0.28842,0.83309,0.006933,0.002311,0.006933,0.002311,0.006933,0.002311,0.006933,0.002311
235,12918.1,0.52213,0.36669,0.93859,0.9646,0.92338,0.94981,0.87584,0.42311,0.28943,0.83471,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
236,12973.7,0.5128,0.36156,0.93045,0.97192,0.91775,0.94977,0.8768,0.42284,0.28946,0.83482,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245
237,13029.8,0.52214,0.37001,0.9375,0.97519,0.91635,0.9499,0.87696,0.42161,0.28854,0.83371,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212
238,13085.4,0.52766,0.36613,0.94216,0.97137,0.9238,0.94965,0.87798,0.41933,0.28604,0.8326,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
239,13140.5,0.5205,0.36452,0.93473,0.97704,0.92052,0.94973,0.87709,0.41752,0.28649,0.83141,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146
240,13195.8,0.51594,0.3594,0.93083,0.97792,0.91924,0.94936,0.87657,0.4158,0.28486,0.83091,0.006339,0.002113,0.006339,0.002113,0.006339,0.002113,0.006339,0.002113
241,13251,0.51076,0.36124,0.93157,0.97659,0.92023,0.94957,0.87631,0.41274,0.28526,0.83053,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
242,13306.6,0.51541,0.35952,0.93316,0.97744,0.91891,0.94937,0.8766,0.41273,0.28505,0.83122,0.006141,0.002047,0.006141,0.002047,0.006141,0.002047,0.006141,0.002047
243,13361.9,0.50835,0.36038,0.93164,0.97874,0.91758,0.94897,0.87726,0.41186,0.28562,0.83103,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014
244,13417,0.51034,0.36209,0.93519,0.98146,0.91483,0.94862,0.87492,0.4118,0.28638,0.83191,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
245,13472.3,0.51078,0.35486,0.9329,0.98345,0.91522,0.94876,0.87505,0.41169,0.28733,0.83311,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948
246,13527.5,0.51769,0.36153,0.94213,0.98494,0.91234,0.94882,0.87448,0.41281,0.28556,0.83367,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915
247,13582.6,0.49988,0.3517,0.92949,0.97973,0.91717,0.94899,0.87499,0.41216,0.28555,0.83285,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
248,13637.8,0.5127,0.35277,0.93499,0.98405,0.91328,0.94552,0.87392,0.41181,0.28706,0.83322,0.005547,0.001849,0.005547,0.001849,0.005547,0.001849,0.005547,0.001849
249,13693,0.50425,0.35091,0.92918,0.98012,0.91664,0.9487,0.87561,0.412,0.28847,0.83307,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816
250,13748.1,0.49926,0.34756,0.92651,0.97984,0.91691,0.94881,0.87496,0.41241,0.28732,0.83273,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
251,13803.3,0.50692,0.35443,0.93439,0.97741,0.91703,0.95163,0.87606,0.41028,0.28618,0.83165,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175
252,13858.4,0.50071,0.34862,0.9286,0.97385,0.92154,0.94896,0.87626,0.40914,0.28732,0.83145,0.005151,0.001717,0.005151,0.001717,0.005151,0.001717,0.005151,0.001717
253,13913.6,0.50419,0.34996,0.93231,0.97619,0.92052,0.94603,0.87706,0.40725,0.28623,0.83123,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
254,13968.9,0.48985,0.3438,0.92461,0.97501,0.92318,0.94617,0.87761,0.40678,0.28763,0.8315,0.004953,0.001651,0.004953,0.001651,0.004953,0.001651,0.004953,0.001651
255,14024.4,0.5014,0.34603,0.93145,0.97722,0.92046,0.94622,0.87752,0.40681,0.28967,0.83155,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618
256,14079.6,0.49324,0.34337,0.92539,0.97575,0.92301,0.94626,0.87783,0.40621,0.29007,0.8309,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
257,14135.1,0.49994,0.34636,0.93265,0.97546,0.92173,0.9493,0.87754,0.40623,0.28838,0.83094,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552
258,14190.6,0.49402,0.34223,0.92577,0.97731,0.91891,0.94926,0.87881,0.40563,0.28937,0.83148,0.004557,0.001519,0.004557,0.001519,0.004557,0.001519,0.004557,0.001519
259,14246.2,0.48888,0.33924,0.92305,0.97855,0.91925,0.94616,0.87871,0.40509,0.28978,0.83154,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
260,14302.1,0.49354,0.34424,0.92747,0.97937,0.91854,0.94609,0.88028,0.40339,0.28899,0.83087,0.004359,0.001453,0.004359,0.001453,0.004359,0.001453,0.004359,0.001453
261,14358.1,0.49364,0.34017,0.92681,0.98061,0.91597,0.94943,0.88116,0.40194,0.28895,0.83048,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142
262,14412.9,0.49664,0.34541,0.93212,0.97642,0.9157,0.94931,0.882,0.40167,0.28872,0.83046,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
263,14468.2,0.48414,0.34283,0.92495,0.97932,0.91667,0.94958,0.88149,0.4005,0.28628,0.82999,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354
264,14523.3,0.47696,0.33627,0.92254,0.9829,0.91257,0.94946,0.88155,0.39969,0.28618,0.83004,0.003963,0.001321,0.003963,0.001321,0.003963,0.001321,0.003963,0.001321
265,14578.7,0.48958,0.34173,0.92678,0.98319,0.91304,0.94947,0.88174,0.39945,0.28597,0.83041,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
266,14634,0.48252,0.33168,0.9255,0.98317,0.91302,0.94962,0.88109,0.39929,0.28508,0.83089,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255
267,14689.1,0.47448,0.33362,0.91923,0.98323,0.91305,0.94969,0.88152,0.39932,0.2855,0.83135,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222
268,14743.9,0.48233,0.33341,0.92343,0.9738,0.92144,0.94983,0.88171,0.39979,0.28408,0.83172,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
269,14798.6,0.48422,0.33695,0.92595,0.97433,0.92346,0.9497,0.88217,0.39959,0.28443,0.83199,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156
270,14853.3,0.47652,0.3337,0.92152,0.9748,0.92171,0.9496,0.88238,0.39958,0.28481,0.83164,0.003369,0.001123,0.003369,0.001123,0.003369,0.001123,0.003369,0.001123
271,14908.2,0.47955,0.3272,0.92297,0.97161,0.92448,0.94956,0.88193,0.39925,0.28523,0.83108,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
272,14963.6,0.47807,0.33341,0.92173,0.97168,0.92574,0.94941,0.88171,0.39947,0.28479,0.83122,0.003171,0.001057,0.003171,0.001057,0.003171,0.001057,0.003171,0.001057
273,15018.3,0.465,0.32787,0.91603,0.9714,0.92506,0.94885,0.88223,0.39951,0.28455,0.83118,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024
274,15073.3,0.47078,0.32809,0.92054,0.97149,0.9238,0.94602,0.88148,0.39923,0.28358,0.8311,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
275,15128.6,0.47239,0.33187,0.91656,0.97116,0.9238,0.94605,0.88127,0.3989,0.28399,0.83089,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958
276,15183.6,0.4714,0.32591,0.92198,0.97012,0.92437,0.94594,0.88094,0.39787,0.28304,0.83064,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925
277,15239.1,0.47072,0.32647,0.91923,0.97077,0.92447,0.94588,0.88093,0.39785,0.28266,0.83087,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
278,15294.7,0.45909,0.32173,0.91477,0.96978,0.92547,0.94584,0.88084,0.39752,0.28121,0.83077,0.002577,0.000859,0.002577,0.000859,0.002577,0.000859,0.002577,0.000859
279,15349.9,0.46602,0.32594,0.91832,0.96983,0.92513,0.94585,0.88148,0.39697,0.28165,0.83065,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826
280,15405.2,0.45952,0.3215,0.9142,0.97041,0.92545,0.94573,0.88178,0.39669,0.28101,0.83082,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
281,15460.9,0.46095,0.32263,0.91553,0.97024,0.92475,0.94575,0.88224,0.39579,0.28087,0.8304,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076
